File Name,File Path,Size (bytes),Created,Modified,Extension,Title,Author,Company
auth.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\auth.py,477,Thu Feb  6 11:45:42 2025,Thu Feb  6 11:47:44 2025,.py,auth.py,477 bytes,Python Source File
credentials.json,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\credentials.json,2358,Thu Feb  6 11:44:43 2025,Thu Feb  6 11:36:46 2025,.json,credentials.json,2.30 KB,JSON File
fetchStructure.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\fetchStructure.py,1033,Thu Feb  6 10:51:41 2025,Wed Feb  5 03:36:22 2025,.py,fetchStructure.py,1.00 KB,Python Source File
oauth.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\oauth.py,778,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:44:10 2025,.py,oauth.py,778 bytes,Python Source File
query.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\query.py,3619,Thu Feb  6 10:51:41 2025,Fri Feb  7 03:38:06 2025,.py,query.py,3.53 KB,Python Source File
requestFields.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\requestFields.py,810,Thu Feb  6 10:51:41 2025,Wed Feb  5 04:21:59 2025,.py,requestFields.py,810 bytes,Python Source File
requirement.txt,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\requirement.txt,89,Thu Feb  6 11:40:36 2025,Thu Feb  6 11:41:46 2025,.txt,requirement.txt,89 bytes,TXT File
series_data.csv,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\series_data.csv,28216,Thu Feb  6 10:51:41 2025,Wed Feb  5 04:50:13 2025,.csv,series_data.csv,27.5 KB,Microsoft Excel Comma Separated Values File
server.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\server.py,392,Fri Feb  7 02:48:35 2025,Fri Feb  7 03:45:59 2025,.py,server.py,392 bytes,Python Source File
sheetsLink.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\sheetsLink.py,0,Thu Feb  6 11:39:17 2025,Thu Feb  6 11:39:17 2025,.py,sheetsLink.py,0 bytes,Python Source File
sonarr-gsheets-67a7b1773585.json,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\sonarr-gsheets-67a7b1773585.json,2382,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:34:20 2025,.json,sonarr-gsheets-67a7b1773585.json,2.32 KB,JSON File
sonarr.csv,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\sonarr.csv,88,Thu Feb  6 10:51:41 2025,Wed Feb  5 03:28:57 2025,.csv,sonarr.csv,88 bytes,Microsoft Excel Comma Separated Values File
sonarr_series.csv,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\sonarr_series.csv,44,Thu Feb  6 10:51:41 2025,Wed Feb  5 04:37:11 2025,.csv,sonarr_series.csv,44 bytes,Microsoft Excel Comma Separated Values File
sonarr_series_data.json,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\sonarr_series_data.json,3257300,Thu Feb  6 10:51:41 2025,Wed Feb  5 04:22:01 2025,.json,sonarr_series_data.json,3.10 MB,JSON File
updateGoogleSheets.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\updateGoogleSheets.py,2852,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:56:34 2025,.py,updateGoogleSheets.py,2.78 KB,Python Source File
.gitignore,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.idea\.gitignore,50,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:42:24 2025,,.gitignore,50 bytes,Git Ignore Source File
misc.xml,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.idea\misc.xml,177,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,.xml,misc.xml,177 bytes,XMLfile
modules.xml,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.idea\modules.xml,271,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:42:24 2025,.xml,modules.xml,271 bytes,XMLfile
Sonarr.iml,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.idea\Sonarr.iml,405,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:42:24 2025,.iml,Sonarr.iml,405 bytes,IML File
workspace.xml,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.idea\workspace.xml,2815,Thu Feb  6 10:51:41 2025,Fri Feb  7 04:06:55 2025,.xml,workspace.xml,2.74 KB,XMLfile
profiles_settings.xml,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.idea\inspectionProfiles\profiles_settings.xml,174,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:42:24 2025,.xml,profiles_settings.xml,174 bytes,XMLfile
.gitignore,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\.gitignore,42,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:42:18 2025,,.gitignore,42 bytes,Git Ignore Source File
pyvenv.cfg,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\pyvenv.cfg,242,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:42:21 2025,.cfg,pyvenv.cfg,242 bytes,Configuration Source File
google_auth_httplib2.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\google_auth_httplib2.py,10211,Thu Feb  6 11:48:32 2025,Thu Feb  6 11:48:32 2025,.py,google_auth_httplib2.py,9.97 KB,Python Source File
pip-23.2.1.virtualenv,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\pip-23.2.1.virtualenv,0,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:42:21 2025,.virtualenv,pip-23.2.1.virtualenv,0 bytes,VIRTUALENV File
pythoncom.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\pythoncom.py,143,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,pythoncom.py,143 bytes,Python Source File
pywin32.pth,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\pywin32.pth,185,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pth,pywin32.pth,185 bytes,PTH File
pywin32.version.txt,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\pywin32.version.txt,5,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.txt,pywin32.version.txt,5 bytes,TXT File
six.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\six.py,34703,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:19 2025,.py,six.py,33.8 KB,Python Source File
_virtualenv.pth,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\_virtualenv.pth,18,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:42:18 2025,.pth,_virtualenv.pth,18 bytes,PTH File
_virtualenv.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\_virtualenv.py,4431,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:42:18 2025,.py,_virtualenv.py,4.32 KB,Python Source File
adodbapi.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\adodbapi.py,48975,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,adodbapi.py,47.8 KB,Python Source File
ado_consts.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\ado_consts.py,9653,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,ado_consts.py,9.42 KB,Python Source File
apibase.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\apibase.py,27153,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,apibase.py,26.5 KB,Python Source File
is64bit.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\is64bit.py,1025,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,is64bit.py,1.00 KB,Python Source File
license.txt,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\license.txt,26925,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.txt,license.txt,26.2 KB,TXT File
process_connect_string.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\process_connect_string.py,5422,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,process_connect_string.py,5.29 KB,Python Source File
readme.txt,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\readme.txt,4767,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.txt,readme.txt,4.65 KB,TXT File
schema_table.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\schema_table.py,438,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,schema_table.py,438 bytes,Python Source File
setup.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\setup.py,2146,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,setup.py,2.09 KB,Python Source File
__init__.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\__init__.py,2617,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,__init__.py,2.55 KB,Python Source File
db_print.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\examples\db_print.py,2289,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,db_print.py,2.23 KB,Python Source File
db_table_names.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\examples\db_table_names.py,527,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,db_table_names.py,527 bytes,Python Source File
xls_read.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\examples\xls_read.py,1131,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,xls_read.py,1.10 KB,Python Source File
xls_write.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\examples\xls_write.py,1463,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,xls_write.py,1.42 KB,Python Source File
db_print.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\examples\__pycache__\db_print.cpython-312.pyc,2807,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,db_print.cpython-312.pyc,2.74 KB,Compiled Python File
db_table_names.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\examples\__pycache__\db_table_names.cpython-312.pyc,899,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,db_table_names.cpython-312.pyc,899 bytes,Compiled Python File
xls_read.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\examples\__pycache__\xls_read.cpython-312.pyc,1614,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,xls_read.cpython-312.pyc,1.57 KB,Compiled Python File
xls_write.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\examples\__pycache__\xls_write.cpython-312.pyc,1847,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,xls_write.cpython-312.pyc,1.80 KB,Compiled Python File
adodbapitest.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\adodbapitest.py,58631,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,adodbapitest.py,57.2 KB,Python Source File
adodbapitestconfig.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\adodbapitestconfig.py,6516,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,adodbapitestconfig.py,6.36 KB,Python Source File
dbapi20.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\dbapi20.py,33630,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,dbapi20.py,32.8 KB,Python Source File
is64bit.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\is64bit.py,1013,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,is64bit.py,1013 bytes,Python Source File
setuptestframework.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\setuptestframework.py,3015,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,setuptestframework.py,2.94 KB,Python Source File
test_adodbapi_dbapi20.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\test_adodbapi_dbapi20.py,5948,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,test_adodbapi_dbapi20.py,5.80 KB,Python Source File
tryconnection.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\tryconnection.py,1027,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.py,tryconnection.py,1.00 KB,Python Source File
adodbapitest.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\__pycache__\adodbapitest.cpython-312.pyc,73535,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,adodbapitest.cpython-312.pyc,71.8 KB,Compiled Python File
adodbapitestconfig.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\__pycache__\adodbapitestconfig.cpython-312.pyc,5532,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,adodbapitestconfig.cpython-312.pyc,5.40 KB,Compiled Python File
dbapi20.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\__pycache__\dbapi20.cpython-312.pyc,39764,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,dbapi20.cpython-312.pyc,38.8 KB,Compiled Python File
is64bit.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\__pycache__\is64bit.cpython-312.pyc,1335,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,is64bit.cpython-312.pyc,1.30 KB,Compiled Python File
setuptestframework.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\__pycache__\setuptestframework.cpython-312.pyc,4497,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,setuptestframework.cpython-312.pyc,4.39 KB,Compiled Python File
test_adodbapi_dbapi20.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\__pycache__\test_adodbapi_dbapi20.cpython-312.pyc,7892,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,test_adodbapi_dbapi20.cpython-312.pyc,7.70 KB,Compiled Python File
tryconnection.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\test\__pycache__\tryconnection.cpython-312.pyc,1487,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,tryconnection.cpython-312.pyc,1.45 KB,Compiled Python File
adodbapi.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\__pycache__\adodbapi.cpython-312.pyc,50174,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,adodbapi.cpython-312.pyc,48.9 KB,Compiled Python File
ado_consts.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\__pycache__\ado_consts.cpython-312.pyc,6662,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,ado_consts.cpython-312.pyc,6.50 KB,Compiled Python File
apibase.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\__pycache__\apibase.cpython-312.pyc,28109,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,apibase.cpython-312.pyc,27.4 KB,Compiled Python File
is64bit.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\__pycache__\is64bit.cpython-312.pyc,1357,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,is64bit.cpython-312.pyc,1.32 KB,Compiled Python File
process_connect_string.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\__pycache__\process_connect_string.cpython-312.pyc,4606,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,process_connect_string.cpython-312.pyc,4.49 KB,Compiled Python File
schema_table.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\__pycache__\schema_table.cpython-312.pyc,915,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,schema_table.cpython-312.pyc,915 bytes,Compiled Python File
setup.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\__pycache__\setup.cpython-312.pyc,2582,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,setup.cpython-312.pyc,2.52 KB,Compiled Python File
__init__.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\adodbapi\__pycache__\__init__.cpython-312.pyc,3288,Fri Feb  7 04:05:25 2025,Fri Feb  7 04:05:25 2025,.pyc,__init__.cpython-312.pyc,3.21 KB,Compiled Python File
__init__.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\apiclient\__init__.py,746,Thu Feb  6 11:48:32 2025,Thu Feb  6 11:48:32 2025,.py,__init__.py,746 bytes,Python Source File
__init__.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\apiclient\__pycache__\__init__.cpython-312.pyc,858,Thu Feb  6 11:48:33 2025,Thu Feb  6 11:48:33 2025,.pyc,__init__.cpython-312.pyc,858 bytes,Compiled Python File
base.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker\base.py,19132,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,.py,base.py,18.6 KB,Python Source File
py.typed,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker\py.typed,0,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,.typed,py.typed,0 bytes,TYPED File
_utilities.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker\_utilities.py,1675,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,.py,_utilities.py,1.63 KB,Python Source File
__init__.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker\__init__.py,317,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,.py,__init__.py,317 bytes,Python Source File
base.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker\__pycache__\base.cpython-312.pyc,21969,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,.pyc,base.cpython-312.pyc,21.4 KB,Compiled Python File
_utilities.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker\__pycache__\_utilities.cpython-312.pyc,2726,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,.pyc,_utilities.cpython-312.pyc,2.66 KB,Compiled Python File
__init__.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker\__pycache__\__init__.cpython-312.pyc,499,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,.pyc,__init__.cpython-312.pyc,499 bytes,Compiled Python File
INSTALLER,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker-1.9.0.dist-info\INSTALLER,4,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,,INSTALLER,4 bytes,File
LICENSE.txt,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker-1.9.0.dist-info\LICENSE.txt,1054,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,.txt,LICENSE.txt,1.02 KB,TXT File
METADATA,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker-1.9.0.dist-info\METADATA,1633,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,,METADATA,1.59 KB,File
RECORD,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker-1.9.0.dist-info\RECORD,832,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,,RECORD,832 bytes,File
WHEEL,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\blinker-1.9.0.dist-info\WHEEL,82,Fri Feb  7 02:49:02 2025,Fri Feb  7 02:49:02 2025,,WHEEL,82 bytes,File
func.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools\func.py,3719,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,.py,func.py,3.63 KB,Python Source File
keys.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools\keys.py,1777,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,.py,keys.py,1.73 KB,Python Source File
__init__.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools\__init__.py,25557,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,.py,__init__.py,24.9 KB,Python Source File
func.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools\__pycache__\func.cpython-312.pyc,5412,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,.pyc,func.cpython-312.pyc,5.28 KB,Compiled Python File
keys.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools\__pycache__\keys.cpython-312.pyc,3215,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,.pyc,keys.cpython-312.pyc,3.13 KB,Compiled Python File
__init__.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools\__pycache__\__init__.cpython-312.pyc,41213,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,.pyc,__init__.cpython-312.pyc,40.2 KB,Compiled Python File
INSTALLER,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools-5.5.1.dist-info\INSTALLER,4,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,,INSTALLER,4 bytes,File
LICENSE,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools-5.5.1.dist-info\LICENSE,1085,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,,LICENSE,1.05 KB,File
METADATA,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools-5.5.1.dist-info\METADATA,5379,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,,METADATA,5.25 KB,File
RECORD,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools-5.5.1.dist-info\RECORD,875,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,,RECORD,875 bytes,File
top_level.txt,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools-5.5.1.dist-info\top_level.txt,11,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,.txt,top_level.txt,11 bytes,TXT File
WHEEL,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\cachetools-5.5.1.dist-info\WHEEL,91,Thu Feb  6 10:51:41 2025,Wed Feb  5 01:37:02 2025,,WHEEL,91 bytes,File
cacert.pem,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\certifi\cacert.pem,297255,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,.pem,cacert.pem,290 KB,PEM File
core.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\certifi\core.py,4426,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,.py,core.py,4.32 KB,Python Source File
py.typed,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\certifi\py.typed,0,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,.typed,py.typed,0 bytes,TYPED File
__init__.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\certifi\__init__.py,94,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,.py,__init__.py,94 bytes,Python Source File
__main__.py,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\certifi\__main__.py,243,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,.py,__main__.py,243 bytes,Python Source File
core.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\certifi\__pycache__\core.cpython-312.pyc,3195,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,.pyc,core.cpython-312.pyc,3.12 KB,Compiled Python File
__init__.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\certifi\__pycache__\__init__.cpython-312.pyc,314,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,.pyc,__init__.cpython-312.pyc,314 bytes,Compiled Python File
__main__.cpython-312.pyc,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\certifi\__pycache__\__main__.cpython-312.pyc,629,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,.pyc,__main__.cpython-312.pyc,629 bytes,Compiled Python File
INSTALLER,C:\_lib\data\_scripts_\py\_tut\projects\Sonarr\.venv\Lib\site-packages\certifi-2025.1.31.dist-info\INSTALLER,4,Thu Feb  6 10:51:41 2025,Wed Feb  5 00:43:34 2025,,INSTALLER,4 bytes,File
