title,year,trakt_rating,trakt_id,imdb_id,tmdb_id,url,released,runtime,genres,Poster Link,Background poster,Description (long),Producer,Director(s),Writer(s),Stars,budget,budger_currency,worldwide_gross,worldwide_gross_currency
"I, Robot",2004,7.2777,1406,tt0343818,2048,https://trakt.tv/movies/i-robot-2004,2004-07-16,115,"action,science-fiction",https://image.tmdb.org/t/p/original/efwv6F2lGaghjPpBRSINHtoEiZB.jpg,https://image.tmdb.org/t/p/original/jpFcZH2eyh6gcoxCa637TrGe4bT.jpg,"In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",John Davis; Laurence Mark; Michael Lee Baron; Topher Dow; Wyck Godfrey,Alex Proyas,Akiva Goldsman; Jeff Vintar,Will Smith; Alan Tudyk; Bridget Moynahan; James Cromwell; Bruce Greenwood,120000000,USD,347234916,USD
The Negotiator,1998,7.47655,4907,tt0120768,9631,https://trakt.tv/movies/the-negotiator-1998,1998-07-29,140,"action,crime,drama,thriller",https://image.tmdb.org/t/p/original/dUMHEymATOGbs2K3E4dmNSVBgFQ.jpg,https://image.tmdb.org/t/p/original/y4TbQOC9DCzZop9HwKuX73rKbYO.jpg,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",Arnon Milchan; David Hoberman,F. Gary Gray,James DeMonaco; Kevin Fox,Samuel L. Jackson; Kevin Spacey; David Morse; Ron Rifkin; John Spencer,50000000,CAD,44547681,USD
Immortals,2011,6.33114,24422,tt1253864,37958,https://trakt.tv/movies/immortals-2011,2011-11-11,110,"action,drama,fantasy",https://image.tmdb.org/t/p/original/4SPPX5KIyaQ9O8n5rLvvUIiIhpF.jpg,https://image.tmdb.org/t/p/original/jwggB67hpRqqVw8OHDNTW5Wz7fm.jpg,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",David Hopwood; Gianni Nunnari; Jamie Marshall; Ken Halsband; Mark Canton; Nico Soultanakis; Ryan Kavanaugh,Tarsem Singh,Charley Parlapanides; Vlas Parlapanides,Henry Cavill; Mickey Rourke; Stephen Dorff; Freida Pinto; Luke Evans,75000000,USD,226904017,USD
In the Line of Fire,1993,7.27658,4675,tt0107206,9386,https://trakt.tv/movies/in-the-line-of-fire-1993,1993-07-08,128,"action,crime,drama,mystery,thriller",https://image.tmdb.org/t/p/original/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg,https://image.tmdb.org/t/p/original/zYM9IbF08gB1Ip3Qee19HPvNY8T.jpg,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",Jeff Apple,Wolfgang Petersen,Jeff Maguire,Clint Eastwood; John Malkovich; Rene Russo; Dylan McDermott; Gary Cole,40000000,USD,177000000,USD
In Time,2011,7.13514,34516,tt1637688,49530,https://trakt.tv/movies/in-time-2011,2011-10-28,109,"action,science-fiction,thriller",https://image.tmdb.org/t/p/original/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg,https://image.tmdb.org/t/p/original/pxL08w7Eq0vKrQ3mJzYp0VHGaKG.jpg,"In the not-too-distant future, the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest struggle to negotiate for their immortality. A poor young man who suddenly comes into a fortune of time finds himself on the run from a corrupt police force known as the ""time keepers"".",Andrew Niccol; Eric Newman; Marc Abraham,Andrew Niccol,Andrew Niccol,Justin Timberlake; Amanda Seyfried; Cillian Murphy; Olivia Wilde; Alex Pettyfer,40000000,USD,173900000,USD
Inception,2010,8.62419,16662,tt1375666,27205,https://trakt.tv/movies/inception-2010,2010-07-16,148,"action,adventure,science-fiction",https://image.tmdb.org/t/p/original/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg,https://image.tmdb.org/t/p/original/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",Christopher Nolan; Emma Thomas; Kanjirô Sakura; Yoshikuni Taki,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio; Joseph Gordon-Levitt; Ken Watanabe; Tom Hardy; Elliot Page,160000000,USD,839030630,USD
Indecent Proposal,1993,6.39867,2626,tt0107211,4478,https://trakt.tv/movies/indecent-proposal-1993,1993-04-07,117,"drama,romance",https://image.tmdb.org/t/p/original/a39WoiTJEG5kNLIrr3kOMwg3LFg.jpg,https://image.tmdb.org/t/p/original/8g8WtAAEGRramjw9G4ivYQV8OaR.jpg,John Gage offers a down-on-his-luck yuppie husband $1 million for the opportunity to spend the night with the man's wife.,Sherry Lansing,Adrian Lyne,Amy Holden Jones,Robert Redford; Demi Moore; Woody Harrelson; Seymour Cassel; Oliver Platt,,,266614059,USD
Independence Day,1996,7.45678,480,tt0116629,602,https://trakt.tv/movies/independence-day-1996,1996-06-25,145,"action,adventure,science-fiction",https://image.tmdb.org/t/p/original/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,https://image.tmdb.org/t/p/original/uw4SnKFZ453Gxmj5XR5Susj8TNo.jpg,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",Dean Devlin,Roland Emmerich,Dean Devlin; Roland Emmerich,Will Smith; Bill Pullman; Jeff Goldblum; Mary McDonnell; Judd Hirsch,75000000,USD,817400891,USD
Independence Day: Resurgence,2016,6.38173,33179,tt1628841,47933,https://trakt.tv/movies/independence-day-resurgence-2016,2016-06-24,120,"action,science-fiction,adventure",https://image.tmdb.org/t/p/original/9S50foUIYGwiNPWOxi1WJF6IPwI.jpg,https://image.tmdb.org/t/p/original/pgJUufiR3lNlgZmxsTqRk929ucH.jpg,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",Dean Devlin; Harald Kloser; Roland Emmerich,Roland Emmerich,Dean Devlin; Gabriel Sherman; James A. Woods; James Vanderbilt; Nicolas Wright; Roland Emmerich,Liam Hemsworth; Jeff Goldblum; Jessie T. Usher; Bill Pullman; Maika Monroe,165000000,USD,389681935,USD
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.34595,176,tt0367882,217,https://trakt.tv/movies/indiana-jones-and-the-kingdom-of-the-crystal-skull-2008,2008-05-22,122,"action,adventure",https://image.tmdb.org/t/p/original/56As6XEM1flWvprX4LgkPl8ii4K.jpg,https://image.tmdb.org/t/p/original/p96949hcwUG2BwE6MgKmw0uYNCx.jpg,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",Frank Marshall,Steven Spielberg,David Koepp,Harrison Ford; Cate Blanchett; Karen Allen; Shia LaBeouf; Ray Winstone,185000000,USD,786636033,USD
Indiana Jones and the Last Crusade,1989,8.22035,58,tt0097576,89,https://trakt.tv/movies/indiana-jones-and-the-last-crusade-1989,1989-05-24,127,"action,adventure",https://image.tmdb.org/t/p/original/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg,https://image.tmdb.org/t/p/original/12fvZHskx57kQfNEUXJ3v0flWYQ.jpg,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",Robert Watts,Steven Spielberg,Jeffrey Boam,Harrison Ford; Sean Connery; Denholm Elliott; Alison Doody; John Rhys-Davies,48000000,USD,474171806,USD
Indiana Jones and the Temple of Doom,1984,7.69997,56,tt0087469,87,https://trakt.tv/movies/indiana-jones-and-the-temple-of-doom-1984,1984-05-23,118,"action,adventure",https://image.tmdb.org/t/p/original/gpdVNUaa4LhRMLfJOPj1AZdhAZ3.jpg,https://image.tmdb.org/t/p/original/f133nWlU6yUkZqqwcCXCbTEJWHr.jpg,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",Robert Watts,Steven Spielberg,Gloria Katz; Willard Huyck,Harrison Ford; Kate Capshaw; Ke Huy Quan; Amrish Puri; Roshan Seth,28000000,USD,333000000,USD
Inferno,2016,6.85058,129013,tt3062096,207932,https://trakt.tv/movies/inferno-2016,2016-10-28,121,"thriller,mystery,action",https://image.tmdb.org/t/p/original/cnqvFvjAaV28F1tU7986VVg0WP7.jpg,https://image.tmdb.org/t/p/original/bYSzeJpAHOBMRNJStaubwWwKI72.jpg,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",Brian Grazer; Ron Howard,Ron Howard,David Koepp,Tom Hanks; Felicity Jones; Omar Sy; Irrfan Khan; Sidse Babett Knudsen,,,220021259,USD
Inglourious Basterds,2009,8.29912,10322,tt0361748,16869,https://trakt.tv/movies/inglourious-basterds-2009,2009-08-21,153,"drama,thriller,war",https://image.tmdb.org/t/p/original/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,https://image.tmdb.org/t/p/original/hwNtEmmugU5Yd7hpfprNWI0DGIn.jpg,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",Lawrence Bender,Quentin Tarantino,Quentin Tarantino,Brad Pitt; Mélanie Laurent; Christoph Waltz; Eli Roth; Michael Fassbender,70000000,USD,321457747,USD
Insurgent,2015,6.65806,161414,tt2908446,262500,https://trakt.tv/movies/insurgent-2015,2015-03-20,119,"science-fiction,thriller,action",https://image.tmdb.org/t/p/original/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg,https://image.tmdb.org/t/p/original/8YNNyQiPZlF9qv5EGOUK20mnXVk.jpg,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,Douglas Wick; Lucy Fisher; Pouya Shahbazian,Robert Schwentke,Akiva Goldsman; Brian Duffield; Mark Bomback,Shailene Woodley; Theo James; Miles Teller; Kate Winslet; Ansel Elgort,,,297002527,USD
Interstellar,2014,8.63288,102156,tt0816692,157336,https://trakt.tv/movies/interstellar-2014,2014-11-05,169,"science-fiction,drama,adventure",https://image.tmdb.org/t/p/original/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,https://image.tmdb.org/t/p/original/vgnoBSVzWAV9sNQUORaDGvDp7wx.jpg,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Christopher Nolan; Emma Thomas; Kaari M. Autry; Lynda Obst,Christopher Nolan,Christopher Nolan; Jonathan Nolan,Matthew McConaughey; Anne Hathaway; Michael Caine; Jessica Chastain; Casey Affleck,165000000,USD,746606706,USD
Interview with the Vampire,1994,7.63543,504,tt0110148,628,https://trakt.tv/movies/interview-with-the-vampire-1994,1994-11-11,123,"horror,drama,fantasy",https://image.tmdb.org/t/p/original/2162lAT2MP36MyJd2sttmj5du5T.jpg,https://image.tmdb.org/t/p/original/3fChciF2G1wXHsyTfJD9y7uN6Il.jpg,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",David Geffen; Stephen Woolley,Neil Jordan,Anne Rice,Tom Cruise; Brad Pitt; Antonio Banderas; Christian Slater; Stephen Rea,60000000,USD,223664608,USD
Into the Woods,2014,6.19238,137480,tt2180411,224141,https://trakt.tv/movies/into-the-woods-2014,2014-12-25,125,"fantasy,comedy,musical",https://image.tmdb.org/t/p/original/6bZC6KGfCwTMmwXmrLJQhxuRjlT.jpg,https://image.tmdb.org/t/p/original/qF938YRj7RoYkjwOsXFDNYf907J.jpg,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",Callum McDougall; John DeLuca; Marc Platt; Rob Marshall,Rob Marshall,James Lapine,Anna Kendrick; Meryl Streep; James Corden; Emily Blunt; Daniel Huttlestone,,,212902372,USD
Invictus,2009,7.39996,13930,tt1057500,22954,https://trakt.tv/movies/invictus-2009,2009-12-11,134,"drama,history",https://image.tmdb.org/t/p/original/runuhBAAX7PmdjGhqRKCyl4bh7z.jpg,https://image.tmdb.org/t/p/original/vHwrJiFc74Lb8D0Trvdc0v04gRK.jpg,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby union team as they make their historic run to the 1995 Rugby World Cup Championship match.",Clint Eastwood; Lori McCreary; Mace Neufeld; Robert Lorenz,Clint Eastwood,Anthony Peckham,Morgan Freeman; Matt Damon; Tony Kgoroge; Patrick Mofokeng; Matt Stern,,,122400000,USD
Ip Man,2008,8.10357,8923,tt1220719,14756,https://trakt.tv/movies/ip-man-2008,2008-12-12,106,"action,drama,history",https://image.tmdb.org/t/p/original/ggTTUXZg7trvAhsVj3eyd65bAnh.jpg,https://image.tmdb.org/t/p/original/69QJSMkm5Hh0x9fLElZ8hjv5N4P.jpg,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",An Xiaofen; Checkley Sin Kwok-Lam; Raymond Wong Pak-Ming,Wilson Yip,Chan Tai-Lee; Edmond Wong Chi-Mun,Donnie Yen; Simon Yam; Lynn Hung Doi-Lam; Hiroyuki Ikeuchi; Gordon Lam Ka-Tung,11715578,USD,22100000,USD
Iron Man,2008,8.08044,1157,tt0371746,1726,https://trakt.tv/movies/iron-man-2008,2008-05-02,126,"action,adventure,science-fiction,superhero",https://image.tmdb.org/t/p/original/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,https://image.tmdb.org/t/p/original/cyecB7godJ6kNHGONFjUyVN9OX5.jpg,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Avi Arad; Kevin Feige,Jon Favreau,Art Marcum; Hawk Ostby; Mark Fergus; Matt Holloway,Robert Downey Jr.; Terrence Howard; Jeff Bridges; Gwyneth Paltrow; Leslie Bibb,140000000,USD,585174222,USD
Iron Man 2,2010,7.29235,5355,tt1228705,10138,https://trakt.tv/movies/iron-man-2-2010,2010-05-07,124,"action,adventure,science-fiction,superhero",https://image.tmdb.org/t/p/original/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,https://image.tmdb.org/t/p/original/7lmBufEG7P7Y1HClYK3gCxYrkgS.jpg,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",Kevin Feige,Jon Favreau,Justin Theroux,Robert Downey Jr.; Gwyneth Paltrow; Don Cheadle; Scarlett Johansson; Sam Rockwell,200000000,USD,623933331,USD
Iron Man 3,2013,7.31949,50134,tt1300854,68721,https://trakt.tv/movies/iron-man-3-2013,2013-05-03,130,"action,adventure,science-fiction,superhero",https://image.tmdb.org/t/p/original/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,https://image.tmdb.org/t/p/original/iVped1djsF0tvGkvnHbzsE3ZPTF.jpg,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",Kevin Feige,Shane Black,Drew Pearce; Shane Black,Robert Downey Jr.; Gwyneth Paltrow; Don Cheadle; Guy Pearce; Rebecca Hall,200000000,USD,1215577205,USD
J. Edgar,2011,6.50525,66426,tt1616195,88794,https://trakt.tv/movies/j-edgar-2011,2011-11-09,137,"crime,drama,history",https://image.tmdb.org/t/p/original/hWHFPhGvCvfHbZCxJSR3n6GsXIf.jpg,https://image.tmdb.org/t/p/original/sl7VRkF2bMGUBShAHgkWzTeOFlW.jpg,"As the face of law enforcement in the United States for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career, and his life.",Brian Grazer; Clint Eastwood; Robert Lorenz,Clint Eastwood,Dustin Lance Black,Leonardo DiCaprio; Armie Hammer; Naomi Watts; Josh Lucas; Josh Hamilton,35000000,USD,84606030,USD
